Entropy_Domain,argPathRatio,ArgUrlRatio,argDomanRatio,pathurlRatio,CharacterContinuityRate,NumberRate_FileName,domainUrlRatio,NumberRate_URL,pathDomainRatio,NumberRate_AfterPath,avgpathtokenlen
-3.334679141051595,0.0,0.0,0.0,0.7586206896551724,0,0,0.22413793103448276,0.15517241379310345,3.3846153846153846,0,5.5
-3.506890595608518,0.0,0.0,0.0,0.6515151515151515,0,0,0.22727272727272727,0.25757575757575757,2.8666666666666667,0,8.6
-3.748994803525096,0.0,0.0,0.0,0.7698412698412699,0,0,0.16666666666666666,0.023809523809523808,4.619047619047619,0.034482758620689655,32.333333333333336
-3.381580488309164,0.0,0.0,0.0,0.8163265306122449,0,0,0.17346938775510204,0.08163265306122448,4.705882352941177,0.13333333333333333,13.333333333333334
-3.3927474104487847,0.0,0.0,0.0,0.7717391304347826,0,0,0.14130434782608695,0.05434782608695652,5.461538461538462,0.08196721311475409,23.666666666666668
-3.238901256602631,0.0,0.0,0.0,0.6410256410256411,0,0,0.3333333333333333,0.0,1.9230769230769231,0,6.25
-3.4613201402110083,0.0,0.0,0.0,0.05263157894736842,0,0,0.9473684210526315,0.0,0.05555555555555555,0,0.5
-3.3735572622751855,0.0,0.0,0.0,0.627906976744186,0,0,0.3488372093023256,0.0,1.8,0,6.75
-3.189898095464287,0.0,0.0,0.0,0.7889908256880734,0,0,0.13761467889908258,0.11926605504587157,5.733333333333333,0,4.777777777777778
-3.6464393446710153,0.0,0.0,0.0,0.36363636363636365,0,0,0.6060606060606061,0.0,0.6,0,6.0
-3.3735572622751846,0.0,0.0,0.0,0.38461538461538464,0,0,0.5769230769230769,0.0,0.6666666666666666,0,5.0
-3.238901256602631,0.0,0.0,0.0,0.8494623655913979,0,0,0.13978494623655913,0.07526881720430108,6.076923076923077,0,7.181818181818182
-3.577819531114783,0.0,0.0,0.0,0.6666666666666666,0,0,0.3137254901960784,0.09803921568627451,2.125,0.4166666666666667,6.8
-3.452819531114783,0.0,0.0,0.0,0.6222222222222222,0,0,0.35555555555555557,0.0,1.75,0,7.0
-3.121928094887362,0.0,0.0,0.0,0.5925925925925926,0,0,0.37037037037037035,0.0,1.6,0,8.0
-3.5434651896016467,0.0,0.0,0.0,0.13157894736842105,0,0,0.6578947368421053,0.0,0.2,0,2.5
-3.6168746059562227,0.0,0.0,0.0,0.6785714285714286,0,0,0.30357142857142855,0.25,2.235294117647059,0,5.428571428571429
-3.8841550945958048,0.0,0.0,0.0,0.03571428571428571,0,0,0.9642857142857143,0.0,0.037037037037037035,0,0.5
-2.8423709931771093,0.0,0.0,0.0,0.6590909090909091,0,0,0.3181818181818182,0.0,2.0714285714285716,0,5.8
-3.039148671903072,0.0,0.0,0.0,0.5111111111111111,0,0,0.3111111111111111,0.022222222222222223,1.6428571428571428,0,4.6
-3.8801799226757376,0.0,0.0,0.0,0.6419753086419753,0,0,0.25925925925925924,0.0,2.4761904761904763,0,6.5
-3.3735572622751846,0.0,0.0,0.0,0.5294117647058824,0,0,0.4411764705882353,0.0,1.2,0,9.0
-3.360305977702079,0.0,0.0,0.0,0.7019230769230769,0,0,0.22115384615384615,0.0,3.1739130434782608,0,6.636363636363637
-3.690116517593666,0.0,0.0,0.0,0.76,0,0,0.22666666666666666,0.09333333333333334,3.3529411764705883,0.14893617021276595,19.0
-3.5555331514269954,0.0,0.0,0.0,0.041666666666666664,0,0,0.9583333333333334,0.041666666666666664,0.043478260869565216,0,0.5
-3.481714572986072,0.0,0.0,0.0,0.043478260869565216,0,0,0.9565217391304348,0.0,0.045454545454545456,0,0.5
-3.6753108689123635,0.0,0.0,0.0,0.6172839506172839,0,0,0.2839506172839506,0.0,2.1739130434782608,0,6.25
-3.452819531114783,0.0,0.0,0.0,0.6222222222222222,0,0,0.35555555555555557,0.0,1.75,0,7.0
-3.7201755214643453,0.0,0.0,0.0,0.6153846153846154,0,0,0.36923076923076925,0.0,1.6666666666666667,0,4.444444444444445
-3.2359263506290334,0.0,0.0,0.0,0.5588235294117647,0,0,0.4117647058823529,0.0,1.3571428571428572,0,6.333333333333333
-3.721928094887362,0.0,0.0,0.0,0.671875,0,0,0.3125,0.0,2.15,0,10.75
-3.625,0.0,0.0,0.0,0.5853658536585366,0,0,0.3902439024390244,0.0,1.5,0,8.0
-3.3927474104487847,0.0,0.0,0.0,0.5757575757575758,0,0,0.3939393939393939,0.09090909090909091,1.4615384615384615,0,6.333333333333333
-4.787792306766754,-1,0.0,0.0,0.0,0,0,1.0,0.08695652173913043,0.0,0,0.0
-3.2359263506290334,0.0,0.0,0.0,0.8828125,0,0,0.109375,0.0390625,8.071428571428571,0,5.947368421052632
-2.721928094887362,0.0,0.0,0.0,0.8382352941176471,0,0,0.14705882352941177,0.14705882352941177,5.7,0,8.142857142857142
-3.753269689515107,0.0,0.0,0.0,0.038461538461538464,0,0,0.9615384615384616,0.0,0.04,0,0.5
-3.323231428797621,0.0,0.0,0.0,0.6363636363636364,0,0,0.3409090909090909,0.0,1.8666666666666667,0,5.6
-3.0269868333592873,0.0,0.0,0.0,0.7083333333333334,0,0,0.2708333333333333,0.0,2.6153846153846154,0,8.5
-3.0957952550009344,0.0,0.0,0.0,0.6129032258064516,0,0,0.3548387096774194,0.0,1.7272727272727273,0.0,9.5
-2.5073801024236353,0.0,0.0,0.0,0.43243243243243246,0,0,0.35135135135135137,0.2702702702702703,1.2307692307692308,0,8.0
-3.4613201402110083,0.0,0.0,0.0,0.7361111111111112,0,0,0.25,0.1388888888888889,2.9444444444444446,0,5.888888888888889
-3.3371753411230776,0.0,0.0,0.0,0.5,0,0,0.4722222222222222,0.027777777777777776,1.0588235294117647,0,6.0
-3.9380738947378666,0.0,0.0,0.0,0.25,0,0,0.7307692307692307,0.0,0.34210526315789475,0,13.0
-3.0565647621309537,0.0,0.0,0.0,0.5897435897435898,0,0,0.38461538461538464,0.0,1.5333333333333334,0,7.666666666666667
-3.8659986132745807,0.0,0.0,0.0,0.6195652173913043,0,0,0.29347826086956524,0.010869565217391304,2.111111111111111,0.08333333333333333,11.4
-3.4565647621309536,0.0,0.0,0.0,0.0625,0,0,0.9375,0.0,0.06666666666666667,0,0.5
-3.625,0.0,0.0,0.0,0.7166666666666667,0,0,0.26666666666666666,0.15,2.6875,0,7.166666666666667
-3.640223928941851,0.0,0.0,0.0,0.6363636363636364,0,0,0.3409090909090909,0.0,1.8666666666666667,0,5.6
-3.0220552088742,0.0,0.0,0.0,0.6976744186046512,0,0,0.27906976744186046,0.23255813953488372,2.5,0,7.5
-3.75,0.0,0.0,0.0,0.7702702702702703,0,0,0.21621621621621623,0.02702702702702703,3.5625,0.1,11.4
-3.6572682296173897,0.0,0.0,0.0,0.6235294117647059,0,0,0.2823529411764706,0.3764705882352941,2.2083333333333335,0,6.625
-3.5724694587701364,0.0,0.0,0.0,0.6470588235294118,0,0,0.3333333333333333,0.0,1.9411764705882353,0,6.6
-3.418295834054489,0.0,0.0,0.0,0.7777777777777778,0,0,0.13333333333333333,0.2222222222222222,5.833333333333333,0,5.833333333333333
-3.321928094887362,0.0,0.0,0.0,0.7831325301204819,0,0,0.12048192771084337,0.12048192771084337,6.5,0,5.909090909090909
-3.7381493331928657,0.0,0.0,0.0,0.5,0,0,0.48148148148148145,0.07407407407407407,1.0384615384615385,0,6.75
-3.1556390622295662,0.0,0.0,0.0,0.5142857142857142,0,0,0.45714285714285713,0.0,1.125,0,4.5
-2.725480556997868,0.0,0.0,0.0,0.7435897435897436,0,0,0.23076923076923078,0.0,3.2222222222222223,0,5.8
-3.056564762130954,0.0,0.0,0.0,0.3684210526315789,0,0,0.39473684210526316,0.13157894736842105,0.9333333333333333,0,4.666666666666667
-3.286629486786197,0.0,0.0,0.0,0.5833333333333334,0,0,0.3958333333333333,0.0,1.4736842105263157,0,7.0
-2.4493118330264454,0.0,0.0,0.0,0.4,0,0,0.37142857142857144,0.3142857142857143,1.0769230769230769,0,4.666666666666667
-3.3248629576173574,0.0,0.0,0.0,0.7864077669902912,0,0,0.13592233009708737,0.08737864077669903,5.785714285714286,0,5.785714285714286
-2.94770277922009,0.0,0.0,0.0,0.8333333333333334,0,0,0.08823529411764706,0.19607843137254902,9.444444444444445,0,5.0
-2.9852281360342525,0.0,0.0,0.0,0.6716417910447762,0,0,0.208955223880597,0.08955223880597014,3.2142857142857144,0.0,9.0
-3.121928094887362,0.0,0.0,0.0,0.7608695652173914,0,0,0.21739130434782608,0.21739130434782608,3.5,0,7.0
-2.94770277922009,0.0,0.0,0.0,0.696969696969697,0,0,0.2727272727272727,0.0,2.5555555555555554,0,3.8333333333333335
-3.169925001442312,0.0,0.0,0.0,0.375,0,0,0.5625,0.0625,0.6666666666666666,0,6.0
-3.585968376059151,0.0,0.0,0.0,0.027777777777777776,0,0,0.9722222222222222,0.0,0.02857142857142857,0,0.5
-3.2516291673878226,0.0,0.0,0.0,0.5357142857142857,0,0,0.42857142857142855,0.0,1.25,0,5.0
-3.454822399946607,0.0,0.0,0.0,0.8392857142857143,0,0,0.15178571428571427,0.125,5.529411764705882,0,5.875
-3.5465935642949384,0.0,0.0,0.0,0.6744186046511628,0,0,0.3023255813953488,0.0,2.230769230769231,0,4.833333333333333
-3.189898095464287,0.0,0.0,0.0,0.38461538461538464,0,0,0.5769230769230769,0.0,0.6666666666666666,0,5.0
-3.5304930567574826,0.0,0.0,0.0,0.36666666666666664,0,0,0.6,0.0,0.6111111111111112,0,5.5
-3.5,0.0,0.0,0.0,0.5952380952380952,0,0,0.38095238095238093,0.07142857142857142,1.5625,0.0,8.333333333333334
-2.6416041678685933,0.0,0.0,0.0,0.8924731182795699,0,0,0.0967741935483871,0.10752688172043011,9.222222222222221,0.2564102564102564,10.375
-2.584962500721156,0.0,0.0,0.0,0.65,0,0,0.3,0.0,2.1666666666666665,0,6.5
-2.94770277922009,0.0,0.0,0.0,0.8365384615384616,0,0,0.08653846153846154,0.18269230769230768,9.666666666666666,0,5.117647058823529
-3.378783493486176,0.0,0.0,0.0,0.6808510638297872,0,0,0.2978723404255319,0.02127659574468085,2.2857142857142856,0,10.666666666666666
-3.292770193936991,0.0,0.0,0.0,0.5714285714285714,0,0,0.40476190476190477,0.0,1.411764705882353,0,8.0
-3.431623565847432,0.0,0.0,0.0,0.574468085106383,0,0,0.40425531914893614,0.1276595744680851,1.4210526315789473,0.375,9.0
-3.454822399946607,0.0,0.0,0.0,0.7747747747747747,0,0,0.15315315315315314,0.018018018018018018,5.0588235294117645,0,7.818181818181818
-2.721928094887362,0.0,0.0,0.0,0.8035714285714286,0,0,0.17857142857142858,0.17857142857142858,4.5,0,7.5
-3.642489673166126,0.0,0.0,0.0,0.3541666666666667,0,0,0.4791666666666667,0.0,0.7391304347826086,0,5.666666666666667
-3.6424896731661263,0.0,0.0,0.0,0.7394957983193278,0,0,0.19327731092436976,0.226890756302521,3.8260869565217392,0.45,17.6
-3.5068905956085183,0.0,0.0,0.0,0.735632183908046,0,0,0.1724137931034483,0.26436781609195403,4.266666666666667,0,6.4
-3.521640636343319,0.0,0.0,0.0,0.7027027027027027,0,0,0.1891891891891892,0.02702702702702703,3.7142857142857144,0,7.428571428571429
-3.82790978214397,0.0,0.0,0.0,0.6307692307692307,0,0,0.35384615384615387,0.09230769230769231,1.7826086956521738,0,5.125
-3.292770193936991,0.0,0.0,0.0,0.5283018867924528,0,0,0.32075471698113206,0.07547169811320754,1.6470588235294117,0.23529411764705882,9.333333333333334
-3.452819531114783,0.0,0.0,0.0,0.5853658536585366,0,0,0.3902439024390244,0.0,1.5,0,8.0
-3.2516291673878226,-1,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0.0
-3.182005814760214,0.0,0.0,0.0,0.4444444444444444,0,0,0.5185185185185185,0.14814814814814814,0.8571428571428571,0,6.0
-3.180832987205441,0.0,0.0,0.0,0.6818181818181818,0,0,0.19696969696969696,0.18181818181818182,3.4615384615384617,0,5.0
-3.813660689688185,0.0,0.0,0.0,0.6790123456790124,0,0,0.30864197530864196,0.09876543209876543,2.2,0,4.583333333333333
-3.6818808028034047,0.0,0.0,0.0,0.7428571428571429,0,0,0.18095238095238095,0.2571428571428571,4.105263157894737,0,8.666666666666666
-3.452819531114783,0.0,0.0,0.0,0.5526315789473685,0,0,0.42105263157894735,0.0,1.3125,0,7.0
-3.084962500721156,0.0,0.0,0.0,0.8290598290598291,0,0,0.10256410256410256,0.20512820512820512,8.083333333333334,0.05,24.25
-3.6612262562697886,0.0,0.0,0.0,0.6730769230769231,0,0,0.25,0.038461538461538464,2.6923076923076925,0.06666666666666667,23.333333333333332
-2.721928094887362,0.0,0.0,0.0,0.7027027027027027,0,0,0.2702702702702703,0.10810810810810811,2.6,0,6.5
-4.162350870275862,0.0,0.0,0.0,0.25510204081632654,0,0,0.7346938775510204,0.02040816326530612,0.3472222222222222,0,4.166666666666667
-3.3735572622751846,0.0,0.0,0.0,0.6097560975609756,0,0,0.36585365853658536,0.12195121951219512,1.6666666666666667,0,4.166666666666667
-3.2516291673878226,0.0,0.0,0.0,0.6486486486486487,0,0,0.32432432432432434,0.13513513513513514,2.0,0,4.0
-3.182005814760214,0.0,0.0,0.0,0.5686274509803921,0,0,0.27450980392156865,0.27450980392156865,2.0714285714285716,0,3.625
-3.0850551027564768,0.0,0.0,0.0,0.6,0,0,0.37142857142857144,0.4,1.6153846153846154,0,5.25
-2.721928094887362,0.0,0.0,0.0,0.6666666666666666,0,0,0.30303030303030304,0.0,2.2,0,5.5
-2.725480556997868,0.0,0.0,0.0,0.8495575221238938,0,0,0.07964601769911504,0.2920353982300885,10.666666666666666,0,13.714285714285714
-2.9139770731827523,0.0,0.0,0.0,0.6274509803921569,0,0,0.21568627450980393,0.0,2.909090909090909,0,6.4
-2.5216406363433186,0.0,0.0,0.0,0.8545454545454545,0,0,0.12727272727272726,0.10909090909090909,6.714285714285714,0,5.875
-2.725480556997868,0.0,0.0,0.0,0.7222222222222222,0,0,0.25,0.0,2.888888888888889,0,5.2
-3.422577995321604,0.0,0.0,0.0,0.6901408450704225,0,0,0.29577464788732394,0.08450704225352113,2.3333333333333335,0,7.0
-3.121928094887362,0.0,0.0,0.0,0.8105263157894737,0,0,0.10526315789473684,0.3157894736842105,7.7,0,7.7
-3.238901256602631,0.0,0.0,0.0,0.8384615384615385,0,0,0.1,0.046153846153846156,8.384615384615385,0,9.909090909090908
-3.182005814760214,0.0,0.0,0.0,0.5,0,0,0.4666666666666667,0.06666666666666667,1.0714285714285714,0,5.0
-3.5465935642949384,0.0,0.0,0.0,0.5,0,0,0.4642857142857143,0.0,1.0769230769230769,0,7.0
-3.5465935642949384,0.0,0.0,0.0,0.7941176470588235,0,0,0.19117647058823528,0.0,4.153846153846154,0,7.714285714285714
-3.7201755214643453,0.0,0.0,0.0,0.6987951807228916,0,0,0.2891566265060241,0.03614457831325301,2.4166666666666665,0,4.461538461538462
-3.3787834934861767,0.0,0.0,0.0,0.8484848484848485,0,0,0.1414141414141414,0.1414141414141414,6.0,0,21.0
-3.6412498004554785,0.0,0.0,0.0,0.4888888888888889,0,0,0.4888888888888889,0.0,1.0,0,7.333333333333333
-3.121928094887362,0.0,0.0,0.0,0.5217391304347826,0,0,0.43478260869565216,0.43478260869565216,1.2,0,6.0
-3.684183719779189,0.0,0.0,0.0,0.38235294117647056,0,0,0.5882352941176471,0.0,0.65,0,6.5
-3.429275070710713,0.0,0.0,0.0,0.038461538461538464,0,0,0.9615384615384616,0.0,0.04,0,0.5
-3.4219280948873623,0.0,0.0,0.0,0.6181818181818182,0,0,0.36363636363636365,0.01818181818181818,1.7,0,6.8
-3.3263604079526954,0.0,0.0,0.0,0.6056338028169014,0,0,0.2676056338028169,0.014084507042253521,2.263157894736842,0.0,7.166666666666667
-3.4548223999466066,0.0,0.0,0.0,0.6896551724137931,0,0,0.29310344827586204,0.25862068965517243,2.3529411764705883,0.6,13.333333333333334
-3.446439344671015,0.0,0.0,0.0,0.7358490566037735,0,0,0.18867924528301888,0.1509433962264151,3.9,0.23529411764705882,26.0
-3.9754180179138325,0.0,0.0,0.0,0.5111111111111111,0,0,0.4666666666666667,0.2222222222222222,1.0952380952380953,0,4.6
-3.2516291673878226,0.0,0.0,0.0,0.7796610169491526,0,0,0.2033898305084746,0.1694915254237288,3.8333333333333335,0,6.571428571428571
-3.0957952550009344,0.0,0.0,0.0,0.6129032258064516,0,0,0.3548387096774194,0.03225806451612903,1.7272727272727273,0.07692307692307693,9.5
-3.4316235658474317,0.0,0.0,0.0,0.5555555555555556,0,0,0.4222222222222222,0.0,1.3157894736842106,0,6.25
-3.4219280948873623,0.0,0.0,0.0,0.4,0,0,0.5714285714285714,0.0,0.7,0,7.0
-3.91829583405449,0.0,0.0,0.0,0.7641509433962265,0,0,0.22641509433962265,0.0,3.375,0,5.785714285714286
-3.189898095464287,0.0,0.0,0.0,0.7538461538461538,0,0,0.23076923076923078,0.1076923076923077,3.2666666666666666,0,8.166666666666666
-3.1018812234760182,0.0,0.0,0.0,0.3333333333333333,0,0,0.6296296296296297,0.0,0.5294117647058824,0,4.5
-2.807354922057604,0.0,0.0,0.0,0.8518518518518519,0,0,0.12962962962962962,0.018518518518518517,6.571428571428571,0.03333333333333333,9.2
-3.8667292966721747,0.0,0.0,0.0,0.030303030303030304,0,0,0.9696969696969697,0.0,0.03125,0,0.5
-3.2516291673878226,0.0,0.0,0.0,0.5517241379310345,0,0,0.41379310344827586,0.10344827586206896,1.3333333333333333,0,8.0
-3.0957952550009344,0.0,0.0,0.0,0.6129032258064516,0,0,0.3548387096774194,0.0967741935483871,1.7272727272727273,0.23076923076923078,9.5
-3.4906015629507228,0.0,0.0,0.0,0.8188405797101449,0,0,0.17391304347826086,0.043478260869565216,4.708333333333333,0,5.947368421052632
-3.8980685120588388,0.0,0.0,0.0,0.5230769230769231,0,0,0.46153846153846156,0.0,1.1333333333333333,0,8.5
-3.0574760762899316,0.0,0.0,0.0,0.05555555555555555,0,0,0.9444444444444444,0.0,0.058823529411764705,0,0.5
-3.70242604099094,0.0,0.0,0.0,0.30303030303030304,0,0,0.5757575757575758,0.0,0.5263157894736842,0,6.666666666666667
-3.452819531114783,0.0,0.0,0.0,0.5142857142857142,0,0,0.45714285714285713,0.0,1.125,0,6.0
-3.378783493486176,0.0,0.0,0.0,0.6590909090909091,0,0,0.3181818181818182,0.0,2.0714285714285716,0,4.142857142857143
-3.8289901884459594,0.0,0.0,0.0,0.43243243243243246,0,0,0.5540540540540541,0.013513513513513514,0.7804878048780488,0,6.4
-3.708132064658602,0.0,0.0,0.0,0.7647058823529411,0,0,0.22549019607843138,0.0392156862745098,3.391304347826087,0,7.8
-3.084962500721156,0.0,0.0,0.0,0.8571428571428571,0,0,0.08571428571428572,0.25,10.0,0.1111111111111111,30.0
-3.292770193936991,0.0,0.0,0.0,0.7967479674796748,0,0,0.13821138211382114,0.21951219512195122,5.764705882352941,0.45,14.0
-2.8423709931771093,0.0,0.0,0.0,0.5111111111111111,0,0,0.3111111111111111,0.26666666666666666,1.6428571428571428,0,7.666666666666667
-3.202819531114783,0.0,0.0,0.0,0.058823529411764705,0,0,0.9411764705882353,0.0,0.0625,0,0.5
-3.640223928941851,0.0,0.0,0.0,0.7261904761904762,0,0,0.17857142857142858,0.07142857142857142,4.066666666666666,0,7.625
-2.973557262275185,0.0,0.0,0.0,0.8202247191011236,0,0,0.16853932584269662,0.056179775280898875,4.866666666666666,0.11904761904761904,12.166666666666666
-2.3219280948873626,0.0,0.0,0.0,0.788235294117647,0,0,0.11764705882352941,0.07058823529411765,6.7,0,5.583333333333333
-3.4219280948873623,0.0,0.0,0.0,0.631578947368421,0,0,0.3508771929824561,0.0,1.8,0,12.0
-2.6455933144511468,0.0,0.0,0.0,0.40540540540540543,0,0,0.3783783783783784,0.35135135135135137,1.0714285714285714,0,5.0
-3.350209029099897,0.0,0.0,0.0,0.24,0,0,0.72,0.0,0.3333333333333333,0,3.0
-2.94770277922009,0.0,0.0,0.0,0.37037037037037035,0,0,0.3333333333333333,0.0,1.1111111111111112,0,5.0
-3.2210972500579578,0.0,0.0,0.0,0.06896551724137931,0,0,0.6551724137931034,0.5172413793103449,0.10526315789473684,0,1.0
-2.9852281360342516,0.0,0.0,0.0,0.3125,0,0,0.4375,0.0,0.7142857142857143,0,5.0
-2.0,0.0,0.0,0.0,0.5517241379310345,0,0,0.13793103448275862,0.06896551724137931,4.0,0.2,8.0
-3.452819531114783,0.0,0.0,0.0,0.6136363636363636,0,0,0.36363636363636365,0.09090909090909091,1.6875,0,5.4
